amount_usd,payout_method,destination_region,is_batch_payout,account_age_days,prior_successful_payouts,historical_failure_rate,days_since_last_payout,top_rated_status,mop_age_days,mop_verified,recent_bank_change_flag,bank_account_valid,bank_detail_age_days,name_match_score,name_has_special_chars,outcome
272.43,paypal,NAM,0,1180,9,0.165,101,0,1176,1,1,1,166,0.799,1,SUCCESS
1323.91,dlb_bank,LATAM,0,628,6,0.091,300,0,185,1,0,1,1908,0.842,1,FAIL_AMOUNT_LIMIT
300.2,wire,LATAM,1,2276,18,0.064,139,1,12,1,1,1,1206,0.886,0,SUCCESS
193.09,thunes_wallet,NAM,1,2331,21,0.137,332,1,18,1,0,1,2141,0.737,0,FAIL_MOP
148.5,dlb_bank,NAM,0,1142,15,0.048,308,0,635,1,0,1,150,0.79,0,SUCCESS
198.45,wise,LATAM,1,1741,20,0.046,141,1,1221,1,0,1,717,0.821,0,SUCCESS
175.68,wire,EU,1,151,1,0.151,228,0,523,1,0,1,513,0.721,0,FAIL_MOP
373.68,ach,SEA,1,1159,11,0.048,217,0,512,1,0,0,1539,0.784,1,FAIL_BANK_VALIDATION
41.62,wise,LATAM,1,1632,18,0.025,348,1,922,1,0,1,1484,0.911,0,SUCCESS
490.7,payoneer,SEA,1,1486,7,0.162,381,0,901,1,1,1,1166,0.963,0,FAIL_MOP
118.18,dlb_bank,MENA,0,1725,24,0.213,80,1,990,1,0,1,2151,0.859,0,SUCCESS
420.0,paypal,LATAM,1,1498,15,0.031,214,0,86,1,0,0,444,0.991,0,SUCCESS
205.1,dlb_bank,EU,1,577,4,0.085,89,0,149,1,0,0,784,0.941,0,FAIL_BANK_VALIDATION
209.87,payoneer,NAM,1,518,5,0.331,170,0,995,1,0,1,543,0.951,0,SUCCESS
522.09,wise,EU,1,2190,19,0.364,14,1,151,1,0,1,306,0.882,0,SUCCESS
383.03,dlb_bank,EU,1,699,10,0.05,240,0,240,1,1,1,511,0.802,0,SUCCESS
146.33,dlb_bank,EU,1,1268,18,0.035,188,1,340,1,0,1,313,0.96,0,SUCCESS
362.41,wire,NAM,0,1219,14,0.162,81,0,454,1,0,1,117,0.917,0,SUCCESS
739.08,dlb_bank,LATAM,1,223,3,0.02,186,0,383,0,0,1,1782,0.79,0,FAIL_MOP
208.74,wise,NAM,0,21,0,0.142,67,0,121,1,0,1,1201,0.931,0,SUCCESS
327.97,dlb_bank,SEA,0,983,13,0.059,131,0,1196,1,0,1,749,0.993,0,SUCCESS
516.33,thunes_wallet,LATAM,1,551,3,0.058,162,0,358,1,0,1,351,0.779,0,SUCCESS
717.99,paypal,NAM,0,2316,30,0.039,45,1,1100,1,0,1,1437,0.577,1,FAIL_NAME_MISMATCH
89.3,dlb_bank,EU,1,1663,17,0.146,274,1,912,1,1,1,914,0.591,1,FAIL_NAME_MISMATCH
289.97,payoneer,EU,0,579,5,0.064,331,0,494,1,0,1,1814,0.688,0,SUCCESS
108.99,wise,NAM,1,2301,25,0.074,159,1,822,1,0,1,323,0.79,0,SUCCESS
275.48,dlb_bank,LATAM,0,1897,23,0.048,382,1,501,1,0,1,2059,0.728,0,SUCCESS
75.63,paypal,NAM,1,1362,17,0.176,345,1,8,1,1,0,2198,0.959,0,FAIL_BANK_VALIDATION
267.2,wise,NAM,0,705,3,0.214,158,0,595,0,0,1,159,0.95,0,SUCCESS
804.73,payoneer,MENA,0,1159,10,0.174,39,0,317,1,0,1,1793,0.906,0,FAIL_AMOUNT_LIMIT
168.14,wire,LATAM,1,1733,18,0.171,120,1,1450,1,0,1,1116,0.73,1,SUCCESS
656.64,payoneer,SSA,1,1199,8,0.041,254,0,615,1,0,1,1119,0.889,0,FAIL_AMOUNT_LIMIT
576.93,wise,LATAM,0,1356,19,0.236,332,1,447,1,0,1,1326,0.869,0,SUCCESS
469.04,payoneer,LATAM,1,2073,25,0.18,271,1,964,1,0,1,1007,0.86,0,SUCCESS
286.6,payoneer,EU,0,2221,24,0.054,363,1,676,1,0,0,2043,0.953,0,SUCCESS
47.11,dlb_bank,LATAM,1,80,1,0.179,284,0,571,1,0,1,1877,0.923,0,SUCCESS
484.62,wire,LATAM,0,2090,21,0.024,168,1,1440,1,1,1,1824,0.623,0,SUCCESS
194.62,dlb_bank,EU,1,1745,16,0.202,318,1,480,1,0,1,830,0.888,0,SUCCESS
467.44,dlb_bank,SEA,1,247,4,0.065,79,0,1339,1,0,1,779,0.95,0,SUCCESS
208.34,thunes_wallet,EU,1,800,9,0.164,119,0,458,1,0,1,135,0.975,0,SUCCESS
317.82,wise,EU,0,2297,24,0.056,244,1,452,1,0,1,1144,0.99,0,SUCCESS
231.02,dlb_bank,EU,1,644,6,0.016,213,0,1392,0,0,1,257,0.998,0,FAIL_MOP
451.46,thunes_wallet,SEA,0,2034,20,0.148,74,1,585,1,0,1,810,0.875,0,SUCCESS
157.9,dlb_bank,SEA,1,147,0,0.034,368,0,24,1,0,1,672,0.727,0,FAIL_MOP
297.02,paypal,LATAM,1,2069,28,0.006,61,1,591,1,0,1,1012,0.969,0,SUCCESS
257.22,thunes_wallet,EU,1,1993,29,0.187,152,1,45,1,0,1,473,0.908,0,SUCCESS
431.59,thunes_wallet,SSA,1,1753,19,0.057,341,1,223,1,0,0,477,0.874,0,SUCCESS
483.08,dlb_bank,SEA,1,126,4,0.036,380,0,384,1,0,1,1588,0.674,0,SUCCESS
820.1,wire,EU,0,99,3,0.144,363,0,141,1,0,1,90,0.983,0,FAIL_AMOUNT_LIMIT
138.25,dlb_bank,SSA,0,301,4,0.011,345,0,661,1,0,0,1206,0.755,0,FAIL_BANK_VALIDATION
727.09,thunes_wallet,MENA,0,1057,12,0.094,57,0,108,1,0,1,1185,0.982,0,FAIL_AMOUNT_LIMIT
645.33,paypal,EU,0,269,2,0.058,386,0,528,1,0,1,787,0.858,0,SUCCESS
458.3,thunes_wallet,NAM,1,616,6,0.119,112,0,1025,1,0,1,1337,0.617,1,FAIL_NAME_MISMATCH
312.72,wise,SSA,0,1693,19,0.036,379,1,354,1,0,1,1975,0.943,0,SUCCESS
528.17,payoneer,NAM,0,2050,27,0.045,220,1,190,0,0,1,466,0.779,0,SUCCESS
148.99,payoneer,EU,1,1479,21,0.035,380,1,403,0,0,1,183,0.833,0,FAIL_MOP
192.36,dlb_bank,LATAM,1,222,2,0.079,77,0,104,1,0,1,2021,0.36,1,FAIL_NAME_MISMATCH
448.65,dlb_bank,SA,1,733,7,0.111,51,0,83,1,0,1,1967,0.954,0,FAIL_BANK_VALIDATION
412.52,dlb_bank,NAM,1,407,1,0.133,191,0,805,0,0,1,1032,0.747,0,FAIL_MOP
265.67,dlb_bank,NAM,0,505,3,0.067,251,0,865,1,1,0,1459,0.722,1,FAIL_BANK_VALIDATION
208.22,payoneer,LATAM,1,1499,14,0.224,348,0,1114,1,0,1,680,0.428,1,FAIL_NAME_MISMATCH
32.77,wire,SA,0,302,2,0.099,281,0,1305,1,0,1,1155,0.976,0,SUCCESS
145.5,dlb_bank,NAM,0,1116,19,0.152,254,1,677,1,1,1,687,0.996,0,SUCCESS
126.01,ach,SSA,1,151,0,0.075,213,0,1314,1,0,1,2137,0.919,0,FAIL_MOP
221.59,wise,NAM,1,1736,16,0.171,194,1,898,1,0,1,511,0.428,1,FAIL_NAME_MISMATCH
147.62,ach,LATAM,1,1924,21,0.093,134,1,1290,1,0,1,1295,0.877,0,SUCCESS
313.31,dlb_bank,NAM,0,1500,15,0.214,236,0,484,1,1,1,1855,0.812,0,SUCCESS
143.2,wise,SSA,1,375,4,0.103,321,0,117,1,0,1,1621,0.906,0,SUCCESS
292.18,paypal,EU,1,544,3,0.107,286,0,968,1,0,1,1896,0.662,0,FAIL_MOP
60.22,ach,SSA,1,2261,20,0.064,360,1,26,1,0,1,1232,0.705,0,SUCCESS
240.46,paypal,EU,1,2176,34,0.048,58,1,250,1,0,1,1891,0.608,1,SUCCESS
58.86,payoneer,NAM,1,1357,14,0.089,107,0,177,1,0,1,1337,0.976,0,SUCCESS
172.79,wise,NAM,0,491,2,0.243,10,0,534,1,0,1,461,0.766,0,SUCCESS
44.16,wire,EU,1,2053,25,0.246,9,1,1115,0,0,1,1086,0.994,0,FAIL_MOP
672.86,thunes_wallet,NAM,1,796,15,0.144,139,0,752,1,0,1,881,0.988,0,SUCCESS
303.07,paypal,NAM,0,13,1,0.115,54,0,1147,1,0,1,2169,0.743,0,SUCCESS
691.26,wise,LATAM,1,1739,18,0.292,6,1,1170,1,0,1,1434,0.923,0,SUCCESS
86.27,ach,LATAM,0,886,13,0.089,381,0,765,1,0,1,711,0.958,0,SUCCESS
172.94,payoneer,SEA,1,2339,20,0.143,137,1,595,1,0,1,1958,0.871,0,SUCCESS
493.02,payoneer,LATAM,1,1668,14,0.125,21,0,1242,1,0,1,752,0.903,0,SUCCESS
129.56,dlb_bank,LATAM,0,1318,12,0.041,361,0,752,1,0,1,1564,0.54,0,FAIL_NAME_MISMATCH
570.85,wise,MENA,1,866,12,0.166,269,0,157,1,0,1,2023,0.453,1,FAIL_NAME_MISMATCH
473.95,dlb_bank,SEA,0,598,5,0.113,43,0,1222,1,0,1,2013,0.896,0,SUCCESS
199.41,wise,SSA,0,1641,21,0.142,333,1,314,1,0,0,1620,0.943,0,SUCCESS
147.5,thunes_wallet,NAM,1,1885,16,0.049,366,1,1009,0,0,1,1886,0.803,0,FAIL_MOP
89.57,dlb_bank,LATAM,1,679,9,0.023,317,0,818,1,0,1,490,0.71,0,SUCCESS
351.3,dlb_bank,NAM,1,945,11,0.098,111,0,507,1,0,0,843,0.861,0,FAIL_BANK_VALIDATION
501.3,wise,SSA,0,1572,18,0.087,155,1,603,0,0,0,2010,0.892,0,SUCCESS
279.48,payoneer,NAM,1,1651,25,0.013,314,1,1116,1,0,1,749,0.9,0,SUCCESS
131.21,wise,LATAM,1,1614,21,0.08,391,1,727,1,0,1,855,0.559,1,FAIL_NAME_MISMATCH
258.37,paypal,NAM,1,1913,21,0.194,203,1,804,1,1,1,612,0.776,0,SUCCESS
448.82,wise,SEA,0,2082,32,0.092,193,1,948,1,0,1,222,0.977,0,SUCCESS
166.84,thunes_wallet,NAM,0,35,0,0.212,10,0,1079,0,0,1,327,0.874,0,FAIL_MOP
650.74,wise,SSA,1,1715,17,0.005,301,1,116,1,0,1,947,0.507,1,FAIL_NAME_MISMATCH
358.6,dlb_bank,MENA,0,573,6,0.175,231,0,402,1,0,1,502,0.833,0,SUCCESS
63.31,paypal,EU,0,894,6,0.032,272,0,1216,1,0,1,2134,0.327,1,FAIL_NAME_MISMATCH
278.94,thunes_wallet,SSA,1,2107,17,0.007,120,1,874,1,0,1,356,0.927,0,SUCCESS
453.77,paypal,EU,0,1421,14,0.041,183,0,75,0,0,1,749,0.962,0,FAIL_MOP
130.77,paypal,EU,0,419,4,0.024,273,0,1442,1,0,1,36,0.961,0,SUCCESS
88.83,paypal,EU,1,416,4,0.071,93,0,813,1,0,1,1401,0.78,0,SUCCESS
140.86,wise,NAM,0,1401,18,0.015,50,1,427,1,0,0,1615,0.946,0,SUCCESS
51.81,dlb_bank,SSA,0,1904,22,0.229,62,1,1351,0,0,1,896,0.894,0,FAIL_MOP
64.73,dlb_bank,NAM,0,647,3,0.02,335,0,520,1,0,1,639,0.765,0,SUCCESS
435.67,wise,NAM,0,61,1,0.294,249,0,1171,0,0,1,2105,0.905,0,FAIL_MOP
140.41,payoneer,NAM,0,1898,19,0.048,374,1,555,1,1,1,479,0.878,0,SUCCESS
306.71,ach,SEA,0,295,1,0.241,383,0,1340,1,1,1,669,0.88,0,FAIL_MOP
666.51,wire,LATAM,1,377,6,0.05,149,0,1108,1,0,1,1974,0.967,0,FAIL_AMOUNT_LIMIT
949.45,payoneer,LATAM,0,950,8,0.009,198,0,293,1,0,1,984,0.968,0,FAIL_AMOUNT_LIMIT
74.2,thunes_wallet,SSA,1,2196,20,0.121,376,1,1225,1,0,1,177,0.973,0,SUCCESS
331.68,dlb_bank,SEA,1,1012,9,0.079,373,0,1013,1,0,1,1293,0.954,0,SUCCESS
110.7,thunes_wallet,SSA,1,458,3,0.148,254,0,1294,1,0,1,189,0.689,0,SUCCESS
191.41,dlb_bank,LATAM,0,193,1,0.248,297,0,980,1,0,0,1699,0.925,0,FAIL_BANK_VALIDATION
582.2,ach,EU,1,1259,12,0.041,350,0,1386,1,0,1,1777,0.987,0,FAIL_AMOUNT_LIMIT
57.43,dlb_bank,LATAM,1,1505,13,0.019,89,0,347,1,0,1,1513,0.758,0,SUCCESS
835.6,wise,SA,0,1656,11,0.067,15,0,228,1,0,1,49,0.866,0,FAIL_AMOUNT_LIMIT
633.0,dlb_bank,LATAM,0,2284,34,0.216,189,1,622,1,0,1,766,0.69,0,SUCCESS
156.12,dlb_bank,LATAM,1,2155,19,0.132,279,1,1460,1,0,0,529,0.991,0,SUCCESS
893.11,paypal,SEA,1,218,0,0.025,36,0,1110,1,1,1,663,0.961,0,FAIL_AMOUNT_LIMIT
406.4,dlb_bank,NAM,0,838,9,0.026,302,0,503,1,0,1,2073,0.48,1,FAIL_NAME_MISMATCH
326.47,wise,NAM,1,1309,12,0.13,238,0,265,1,0,1,2143,0.893,0,SUCCESS
396.77,dlb_bank,SEA,0,2067,26,0.074,321,1,883,1,0,1,631,0.407,1,FAIL_NAME_MISMATCH
78.81,ach,SA,1,513,5,0.076,90,0,1287,1,0,1,1455,0.708,0,SUCCESS
379.29,ach,NAM,1,27,0,0.195,48,0,202,0,0,1,198,0.493,0,FAIL_MOP
715.04,wise,NAM,1,621,16,0.065,339,1,606,1,0,1,696,0.821,0,FAIL_AMOUNT_LIMIT
653.72,ach,NAM,1,529,8,0.005,121,0,1477,1,0,1,1376,0.828,0,FAIL_AMOUNT_LIMIT
574.5,dlb_bank,LATAM,1,1857,18,0.068,59,1,924,1,0,1,1407,0.797,0,SUCCESS
169.2,dlb_bank,NAM,1,386,4,0.131,240,0,50,1,1,1,299,0.868,0,FAIL_MOP
338.61,thunes_wallet,LATAM,0,116,2,0.238,102,0,933,1,0,1,1834,0.972,0,SUCCESS
535.77,dlb_bank,SSA,0,567,9,0.119,6,0,894,1,0,0,987,0.896,0,FAIL_BANK_VALIDATION
478.48,ach,NAM,1,523,8,0.122,343,0,1118,1,0,1,1135,0.79,0,FAIL_MOP
527.81,wire,SEA,0,73,0,0.287,192,0,695,1,1,1,309,0.689,0,SUCCESS
151.42,dlb_bank,EU,0,78,1,0.115,49,0,1400,1,0,1,1798,0.894,0,SUCCESS
220.7,wise,LATAM,1,676,6,0.355,349,0,896,1,0,1,2184,0.72,0,SUCCESS
66.63,wise,EU,1,1821,15,0.011,218,0,1126,1,0,1,1143,0.703,0,SUCCESS
114.53,wire,EU,0,1687,21,0.053,358,1,767,1,1,1,1025,0.791,0,SUCCESS
162.8,wire,EU,1,1143,19,0.299,232,1,1453,1,0,1,516,0.891,0,SUCCESS
139.18,dlb_bank,NAM,1,1924,20,0.071,19,1,1123,1,1,1,1725,0.966,0,SUCCESS
727.92,wire,LATAM,1,1227,12,0.059,368,0,468,1,0,1,1905,0.95,0,FAIL_AMOUNT_LIMIT
477.42,payoneer,EU,1,1175,11,0.023,357,0,463,1,0,1,312,0.861,0,SUCCESS
208.71,wise,EU,1,1826,22,0.239,276,1,1476,1,0,1,1237,0.62,1,SUCCESS
214.98,wise,NAM,1,587,6,0.116,85,0,158,1,0,1,1227,0.742,0,FAIL_MOP
226.3,paypal,EU,1,1393,16,0.067,3,1,900,1,1,1,881,0.514,1,FAIL_NAME_MISMATCH
414.62,dlb_bank,MENA,1,2234,35,0.0,335,1,377,1,0,0,281,0.921,0,SUCCESS
414.94,wise,SA,1,1902,23,0.187,208,1,511,1,1,1,2045,0.803,0,SUCCESS
186.71,dlb_bank,NAM,1,2223,32,0.103,6,1,1101,1,0,1,2124,0.762,0,SUCCESS
163.71,wise,SEA,1,1169,8,0.017,20,0,1291,1,0,1,2078,0.916,0,SUCCESS
265.28,paypal,SSA,1,605,11,0.07,216,0,345,1,0,1,851,0.864,0,SUCCESS
50.48,paypal,NAM,1,2217,32,0.061,71,1,944,1,0,1,657,0.833,0,SUCCESS
301.36,dlb_bank,NAM,0,951,8,0.019,185,0,1322,1,0,1,1944,0.921,0,SUCCESS
338.05,dlb_bank,SEA,1,974,10,0.036,197,0,764,1,0,1,1723,0.903,0,SUCCESS
162.04,payoneer,EU,0,1180,5,0.032,107,0,333,1,0,1,808,0.783,0,SUCCESS
86.46,dlb_bank,NAM,1,1922,19,0.14,61,1,1153,0,0,1,659,0.905,0,FAIL_MOP
289.44,dlb_bank,SSA,0,926,11,0.031,217,0,310,0,0,1,1729,0.982,0,SUCCESS
955.41,ach,MENA,0,602,7,0.017,93,0,628,1,0,1,1530,0.813,0,FAIL_AMOUNT_LIMIT
316.42,dlb_bank,SEA,1,1718,18,0.029,61,1,742,1,0,1,725,0.982,0,SUCCESS
350.46,ach,LATAM,1,712,6,0.157,31,0,470,1,0,1,562,0.908,0,FAIL_MOP
138.64,thunes_wallet,EU,0,1636,24,0.201,330,1,715,1,0,1,1607,0.785,0,SUCCESS
182.85,wise,EU,0,1287,19,0.055,87,1,676,1,0,1,190,0.67,0,SUCCESS
213.12,wise,NAM,0,757,12,0.167,48,0,395,1,1,1,1240,0.997,0,SUCCESS
113.92,wise,SSA,0,2228,29,0.083,94,1,1311,1,0,1,1472,0.923,0,SUCCESS
1207.3,ach,SA,1,2302,14,0.253,319,0,1415,1,0,1,1026,0.688,0,FAIL_AMOUNT_LIMIT
238.91,thunes_wallet,NAM,1,1001,10,0.044,278,0,356,1,0,1,549,0.932,0,SUCCESS
245.03,dlb_bank,EU,1,1427,16,0.077,74,1,1183,1,0,1,1687,0.904,0,SUCCESS
752.18,thunes_wallet,EU,1,2344,21,0.015,50,1,250,0,0,1,653,0.945,0,SUCCESS
266.82,wise,NAM,1,1735,16,0.037,111,1,735,1,0,0,365,0.872,0,SUCCESS
511.39,ach,SSA,1,1499,13,0.208,223,0,522,1,0,1,1471,0.953,0,FAIL_MOP
299.24,dlb_bank,SA,1,672,9,0.117,188,0,210,1,0,0,949,0.862,0,FAIL_BANK_VALIDATION
365.58,thunes_wallet,EU,1,1663,15,0.004,28,0,1489,0,0,1,1600,0.926,0,FAIL_MOP
104.24,dlb_bank,MENA,1,2241,22,0.055,144,1,183,1,0,0,2044,0.94,0,SUCCESS
289.12,dlb_bank,SA,0,1177,12,0.031,62,0,752,1,0,1,196,0.59,0,FAIL_NAME_MISMATCH
439.0,payoneer,EU,1,171,1,0.215,273,0,1291,1,0,1,1055,0.725,0,FAIL_BANK_VALIDATION
358.23,payoneer,SA,1,2347,21,0.026,13,1,666,1,0,1,1918,0.992,0,SUCCESS
143.38,ach,MENA,0,1951,18,0.077,25,1,1365,1,0,1,2180,0.902,0,SUCCESS
425.11,dlb_bank,SSA,0,1971,24,0.014,112,1,78,1,0,0,1182,0.794,0,SUCCESS
78.42,wise,NAM,0,2062,25,0.008,274,1,1206,1,0,1,2045,0.8,0,SUCCESS
125.58,dlb_bank,EU,1,1080,13,0.059,394,0,740,1,0,1,777,0.91,0,SUCCESS
650.28,payoneer,NAM,1,1289,18,0.089,87,1,999,1,0,1,197,0.912,0,FAIL_AMOUNT_LIMIT
77.71,dlb_bank,SEA,0,357,1,0.028,318,0,438,1,0,1,1323,0.966,0,SUCCESS
586.4,ach,SEA,1,892,13,0.17,284,0,1020,1,0,1,1739,0.994,0,SUCCESS
204.89,thunes_wallet,NAM,0,652,8,0.19,119,0,238,1,0,1,1409,0.497,1,FAIL_NAME_MISMATCH
354.69,thunes_wallet,LATAM,1,1669,23,0.012,135,1,214,1,1,1,1448,0.614,0,SUCCESS
579.48,wise,NAM,1,2192,27,0.023,220,1,1408,1,0,1,1522,0.974,0,SUCCESS
1398.74,wise,SEA,1,2323,28,0.024,290,1,1232,1,0,1,466,0.865,0,FAIL_AMOUNT_LIMIT
318.85,ach,LATAM,0,700,13,0.161,61,0,1325,1,0,1,1783,0.537,1,FAIL_NAME_MISMATCH
229.32,payoneer,SA,0,554,12,0.045,236,0,683,1,0,1,343,0.901,0,SUCCESS
107.79,wise,MENA,0,629,7,0.049,203,0,928,1,0,1,1072,0.763,0,SUCCESS
182.04,paypal,NAM,0,1885,17,0.098,14,1,716,1,1,1,493,0.896,0,SUCCESS
548.51,wise,EU,0,804,9,0.129,296,0,907,1,0,1,1034,0.748,0,SUCCESS
351.64,dlb_bank,LATAM,1,1420,16,0.119,183,1,880,0,0,1,413,0.968,0,FAIL_MOP
283.27,dlb_bank,SA,1,2180,23,0.194,11,1,1482,1,0,1,1012,0.798,0,SUCCESS
676.13,wise,EU,0,1830,17,0.089,275,1,577,1,0,1,1082,0.455,1,FAIL_NAME_MISMATCH
279.22,wise,NAM,1,1838,24,0.226,299,1,306,1,0,1,1991,0.906,0,SUCCESS
354.05,dlb_bank,EU,1,191,2,0.147,300,0,361,1,0,1,1035,0.895,0,FAIL_BANK_VALIDATION
340.27,payoneer,EU,0,1605,15,0.08,362,0,890,1,0,1,472,0.984,0,SUCCESS
244.06,dlb_bank,NAM,1,613,7,0.046,55,0,1274,1,0,1,1047,0.968,0,FAIL_BANK_VALIDATION
261.29,payoneer,EU,0,261,3,0.223,12,0,926,1,0,1,1821,0.758,0,SUCCESS
640.67,thunes_wallet,EU,1,1392,16,0.285,386,1,285,1,0,1,177,0.907,0,SUCCESS
532.65,payoneer,LATAM,0,2132,27,0.077,170,1,194,1,0,1,600,0.907,0,SUCCESS
508.06,ach,SEA,0,1478,11,0.077,40,0,1254,1,1,1,1556,0.961,0,SUCCESS
241.96,payoneer,SA,1,886,6,0.191,88,0,324,1,1,1,1522,0.701,0,FAIL_MOP
178.75,payoneer,NAM,0,1880,27,0.039,365,1,313,0,0,1,266,0.991,0,SUCCESS
317.82,payoneer,LATAM,1,819,18,0.142,292,1,946,1,0,1,477,0.978,0,SUCCESS
972.54,thunes_wallet,SSA,1,796,10,0.29,207,0,992,1,0,1,1077,0.845,0,FAIL_AMOUNT_LIMIT
347.69,wire,NAM,1,1203,8,0.115,194,0,1342,1,0,1,2093,0.69,1,SUCCESS
157.13,paypal,LATAM,1,1028,6,0.05,351,0,1485,1,0,1,1625,0.889,0,SUCCESS
375.5,dlb_bank,NAM,0,1306,11,0.056,383,0,718,1,0,1,1054,0.927,0,SUCCESS
798.75,dlb_bank,EU,1,1455,11,0.018,88,0,1225,1,0,1,2026,0.968,0,FAIL_AMOUNT_LIMIT
84.78,wise,EU,1,2012,16,0.029,372,1,894,1,1,1,1841,0.871,0,SUCCESS
599.55,ach,SEA,1,2303,23,0.151,261,1,32,1,0,1,21,0.775,0,SUCCESS
463.64,dlb_bank,EU,1,1738,19,0.032,100,1,244,1,0,1,1020,0.645,1,SUCCESS
156.5,dlb_bank,LATAM,1,1616,19,0.065,84,1,640,1,0,1,527,0.949,0,SUCCESS
444.13,wire,SSA,0,2173,22,0.011,195,1,1080,1,0,0,863,0.435,1,FAIL_NAME_MISMATCH
89.32,payoneer,EU,1,487,2,0.152,292,0,921,1,0,1,1251,0.865,0,SUCCESS
574.12,thunes_wallet,SA,1,2319,23,0.074,100,1,473,1,0,0,1896,0.869,0,FAIL_BANK_VALIDATION
383.37,dlb_bank,EU,0,819,9,0.21,308,0,387,1,0,1,854,0.883,0,SUCCESS
46.44,dlb_bank,EU,0,698,4,0.128,243,0,810,1,0,1,1387,0.487,1,FAIL_NAME_MISMATCH
148.34,wise,MENA,0,1606,8,0.121,280,0,590,1,0,1,1613,0.882,0,SUCCESS
106.95,dlb_bank,LATAM,1,1051,7,0.021,236,0,1480,1,0,1,2191,0.451,1,FAIL_NAME_MISMATCH
343.32,ach,MENA,1,1609,19,0.074,176,1,337,0,0,1,1178,0.989,0,FAIL_MOP
107.33,thunes_wallet,NAM,1,674,3,0.025,162,0,1067,1,0,1,573,0.78,0,SUCCESS
552.09,thunes_wallet,NAM,1,348,4,0.143,396,0,715,1,1,0,1491,0.674,0,FAIL_BANK_VALIDATION
679.03,payoneer,MENA,1,2219,26,0.074,62,1,1420,1,1,1,975,0.958,0,SUCCESS
609.3,thunes_wallet,EU,0,1999,15,0.063,297,0,4,0,0,1,752,0.995,0,FAIL_MOP
158.46,dlb_bank,SEA,1,1368,15,0.146,245,0,1453,1,0,1,684,0.781,0,SUCCESS
493.57,payoneer,EU,1,431,5,0.036,41,0,816,1,0,0,1833,0.941,0,FAIL_BANK_VALIDATION
56.97,payoneer,EU,1,473,7,0.051,370,0,387,1,0,1,617,0.967,0,SUCCESS
362.37,ach,SEA,0,1546,18,0.159,291,1,44,1,0,1,532,0.924,0,SUCCESS
279.87,thunes_wallet,EU,1,2185,20,0.228,234,1,1219,1,0,1,2159,0.613,1,SUCCESS
611.74,dlb_bank,NAM,1,1154,12,0.234,95,0,227,1,0,0,1773,0.883,0,FAIL_BANK_VALIDATION
333.52,wire,EU,1,1593,20,0.095,53,1,319,1,0,1,293,0.931,0,SUCCESS
349.6,dlb_bank,SEA,0,1447,14,0.14,291,0,1071,1,0,1,1824,0.714,1,FAIL_NAME_MISMATCH
268.06,dlb_bank,EU,1,360,11,0.21,189,0,843,1,0,1,1338,0.766,0,SUCCESS
115.67,payoneer,LATAM,1,1166,16,0.232,195,1,837,1,0,1,157,0.952,0,SUCCESS
249.1,ach,SEA,1,508,5,0.189,367,0,1428,0,0,1,1490,0.989,0,FAIL_MOP
69.04,wire,SSA,1,1301,11,0.07,268,0,508,1,0,1,1847,0.651,0,SUCCESS
241.17,thunes_wallet,MENA,0,1144,17,0.142,244,1,1019,1,0,0,1604,0.784,0,SUCCESS
383.89,dlb_bank,SA,0,1692,23,0.226,181,1,712,1,0,1,1022,0.944,0,SUCCESS
438.56,dlb_bank,EU,0,2191,20,0.268,255,1,810,1,0,1,889,0.899,0,SUCCESS
535.07,payoneer,SEA,1,454,6,0.101,1,0,529,1,0,1,1592,0.903,0,FAIL_BANK_VALIDATION
257.07,payoneer,LATAM,0,2110,20,0.016,277,1,789,1,0,0,959,0.756,0,SUCCESS
277.03,dlb_bank,NAM,0,307,4,0.041,88,0,1083,1,0,1,2178,0.821,0,SUCCESS
339.65,payoneer,NAM,0,1530,10,0.203,288,0,1363,1,1,1,853,0.359,1,FAIL_NAME_MISMATCH
326.22,wire,EU,0,1381,12,0.111,323,0,352,1,0,0,1857,0.854,0,FAIL_BANK_VALIDATION
436.89,dlb_bank,NAM,0,1553,15,0.175,183,0,390,1,0,1,735,0.862,0,SUCCESS
138.75,payoneer,SEA,1,1106,16,0.048,168,1,813,1,0,1,823,0.896,0,SUCCESS
429.17,wise,LATAM,0,293,4,0.003,10,0,832,1,0,1,1242,0.818,0,SUCCESS
437.7,payoneer,NAM,1,58,0,0.163,237,0,565,1,0,1,1545,0.947,0,FAIL_MOP
412.98,dlb_bank,SEA,1,1282,18,0.128,255,1,808,1,0,1,1269,0.953,0,SUCCESS
163.57,ach,SSA,0,558,8,0.077,206,0,1435,1,0,1,1677,0.833,0,SUCCESS
168.87,dlb_bank,LATAM,1,813,8,0.025,253,0,1185,1,0,1,1296,0.692,0,SUCCESS
253.39,payoneer,NAM,1,1883,19,0.076,313,1,325,1,0,1,1200,0.943,0,SUCCESS
303.47,dlb_bank,LATAM,0,1757,20,0.042,155,1,1061,1,0,1,1980,0.37,1,FAIL_NAME_MISMATCH
471.13,dlb_bank,SA,0,584,9,0.036,47,0,747,1,1,1,53,0.905,0,SUCCESS
324.58,wire,SSA,1,1436,21,0.473,363,1,307,1,0,1,652,0.921,0,SUCCESS
311.09,dlb_bank,LATAM,0,1131,6,0.205,303,0,770,1,0,1,1926,0.938,0,SUCCESS
865.67,wire,SSA,1,2153,30,0.141,358,1,509,1,0,1,464,0.896,0,FAIL_AMOUNT_LIMIT
